"id","cid","smiles","molecular_weight","average_distance","new_average_distance"
8893962,10620387,"CCCC/C(=C\C(=O)OC(C)(C)C)/CCCCNC(=O)OCC1=CC=CC=C1","389.2566086","0.50941366","0.51305246"
8894515,10620954,"C1=CC=C(C=C1)COC(=O)NCCCNCCCNC(=O)OCC2=CC=CC=C2","399.215806408","0.48942402","0.51482475"
8895027,10621489,"CC(C)(C)OC(=O)/C=C(/CCCCNC(=O)OCC1=CC=CC=C1)\C2=CC=CC=C2","409.225308472","0.4802634","0.50847393"
8895207,10621672,"CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)N(CC3=CC=CC=C3)CC(=O)NO","413.140927216","0.5085782","0.5645566"
8822561,10541544,"C1=CC=C(C=C1)CCCCCCCCCCCCC(=O)O","290.2245802","0.5964426","0.5438153"
8895515,10621992,"CC(C)(C)OC(=O)NCCCCCC(=O)NCCCCNC(=O)CC1=CC=CC=C1","419.278406664","0.5604703","0.608293"
8895753,10622237,"COC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2NC(=O)C3=CC=C(C=C3)S(=O)(=O)C","424.10929274","0.51792663","0.5574555"
8896285,10622777,"COC1=CC(=C(C=C1)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3)[N+](=O)[O-]","436.13828435999994","0.49825552","0.53307223"
8897246,10623763,"CC(C)(C)OC(=O)NCCCC(=O)NCCCCNC(=O)CCCNC(=O)OC(C)(C)C","458.31043506399993","0.48865286","0.56689364"
8947075,10680458,"CCOC(=O)CCCCCC1=CC=CC=C1","220.14632988","0.5391462","0.525269"
8947620,10681017,"C1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)F)O","231.06955678","0.5300264","0.5113655"
8948756,10682178,"CCOC(=O)NNC(=O)NCCC1=CC=CC=C1","251.126991404","0.66102","0.59356505"
8822704,10541690,"CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)O","292.17869262799996","0.60551685","0.6271816"
8827032,10546150,"CCOC(=O)CCCCCCC(=O)NC1=CC=C(C=C1)Br","355.07830566399997","0.49659315","0.5073239"
8950534,10684004,"CN(C)C1=CC=C(C=C1)C(=O)NCCCCC(=O)OC","278.163042564","0.5773747","0.5901204"
8952933,10686481,"C1=CC=C(C=C1)CCC(=O)NC2=CC=C(C=C2)CCCC(=O)O","311.15214353199997","0.5383648","0.5360675"
8827528,10546660,"COC1=CC=C(C=C1)COC2=CC=CC=C2NC(=O)C3=CC=C(C=C3)OC","363.147058152","0.5094903","0.5422056"
8901528,10628156,"CN1C=C(C=C1C(=O)NC2=CN(C(=C2)C(=O)NC3=CN(C(=C3)C(=O)NCCCN(C)C)C)C)NC(=O)CCCCCC(=O)NO","625.3336300960001","0.5410384","0.5471676"
8827537,10546669,"C1=CC=C(C=C1)/C=C/C(=O)C2=CC(=CC=C2)S(=O)(=O)NC3=CC=CC=C3","363.09291440400006","0.53436804","0.52968967"
8827943,10547083,"CN(C)C1=CC=C(C=C1)C(=O)NCCCCC(=O)NOCC2=CC=CC=C2","369.205241724","0.5343534","0.53819954"
8828057,10547201,"C1=CC=C(C=C1)C[C@H]2C(=O)NC3=C(N2CC4=CC=CC=C4)C=CC(=C3)C(=O)N","371.163376912","0.54835105","0.54505444"
8833641,10552935,"COC1=C(C=C(C=C1)C/C(=N\O)/C(=O)NCCC2=CC(=C(C=C2)O)Br)Br","483.963331256","0.6551041","0.64763236"
8905515,10634081,"COC(=O)CC1=CC(=C(C=C1)O)Br","243.973506248","0.5047431","0.50252086"
8905916,10634492,"C1=CC=C(C=C1)/C=C/C(=O)NC(=O)C2=CC=CC=C2","251.094628656","0.51061064","0.5416272"
8906626,10635220,"CCCCNC(=O)CCC(=O)NCC1=CC=CC=C1","262.168127944","0.5864012","0.5864012"
8906881,10635483,"CCOC(=O)CCCNC(=S)NC1=CC=CC=C1","266.108898816","0.49115762","0.5110294"
8906942,10635545,"C1=CC=C(C=C1)CCN[11C](=O)NCCC2=CC=CC=C2","267.16899686","0.5901305","0.5767587"
8907467,10636087,"CC1=CC(=C(C=C1C)NC(=O)C2=CC=C(C=C2)Cl)N","274.08729078000005","0.5112788","0.508341"
8956174,10689815,"[3H]COC1=C(C(=C2C(=C1)CC[C@@H](C3=CC(=O)C(=CC=C32)OC)N)OC)OC","359.16584708199997","0.50342864","0.5006509"
8958073,10691769,"CC(C)(C)OC(=O)NCCCC(=O)N1CCN(CC1)CCCC2=CC=CC=C2","389.26784198","0.4708327","0.50425446"
8958117,10691814,"CCCCCNC(=O)CCCC(C(=O)OCC)NC(=O)CCC1=CC=CC=C1","390.251857568","0.5709294","0.5568766"
8958986,10692711,"COC1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)OC)NC(=O)C3=CC=C(C=C3)OC","406.152871804","0.47859785","0.5076505"
8959685,10693421,"CC1=C(C(=CC=C1)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3)[N+](=O)[O-]","420.14336973999997","0.5173727","0.5369408"
8836516,10555907,"CCCC[C@@H]1C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N1)CC(=O)O)CC3=CNC4=CC=CC=C43)CC(C)C","624.3271477479999","0.52947617","0.5153504"
8960335,10694084,"C1=CC=C(C=C1)CC(=O)NCCCCNC(=O)CCCCCN","319.22597716800004","0.54060763","0.52436805"
8960840,10694605,"C[C@H](C(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)SC)OC)OC)OC)N","444.171892996","0.51853263","0.504958"
8960879,10694644,"CCS(=O)C1=CC=C2C(=CC1=O)[C@H](CCC3=CC(=C(C(=C32)OC)OC)OC)NC(=O)C","445.1559085839999","0.54285914","0.53296906"
8908809,10637470,"CC(C)(C)OC(=O)CCCNC(=O)OCC1=CC=CC=C1","293.162708216","0.49503717","0.5454318"
8909751,10638439,"CC(C)(C)OC(=O)CCCCNC(=O)OCC1=CC=CC=C1","307.17835828","0.5040754","0.5286649"
8910233,10638929,"COC1=CC=C(C=C1)CCNC(=O)OCCCC2=CC=CC=C2","313.167793596","0.583","0.54754627"
8911040,10639759,"C1=CC=C(C=C1)CCCC(=O)NC2=CC=C(C=C2)CCCC(=O)O","325.16779359599997","0.56587523","0.5656367"
8837066,10556474,"CC[C@H](C)[C@H]1C(=O)N2CCCC[C@@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)C3=CN(C4=CC=CC=C4C3=O)CC(=O)OC)CCCCCC(=O)CC","679.358113528","0.526526","0.51889354"
8839753,10561053,"CCCC(=O)NCCCC1=CC(=CC=C1)F","223.137242416","0.484916","0.52348644"
8911862,10640621,"CC(C)(C)OC(=O)NCCCCCC(=O)NOCC1=CC=CC=C1","336.204907376","0.53090936","0.5596844"
8912138,10640902,"C1=CC=C(C=C1)CONC(=O)CCCCCNC(=O)C2=CC=CC=C2","340.178692628","0.53222287","0.52822286"
8912626,10641398,"C/C(=C\C(=O)OC(C)(C)C)/CCCCNC(=O)OCC1=CC=CC=C1","347.209658408","0.5004043","0.5316123"
8964025,10697880,"CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CCC(=O)C[C@H](CC(=O)OC)O[Si](C)(C)C(C)(C)C)C","548.353315914","0.48323098","0.50593764"
8965681,10699588,"CC[C@H](C)[C@H]1C(=O)N2CCCC[C@@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC3=CN(C4=CC=CC=C43)CC(=O)OC)CCCCCC(=O)CC","665.378848972","0.5905213","0.59218633"
8839915,10561217,"CC1=C(C=CC=C1NC(=O)C2=CC=CC=C2)N","226.110613068","0.53410965","0.57492334"
8914410,10643236,"C1=CC(=CN=C1)COC(=O)NCC2=CC=C(C=C2)C(=O)NC3=CC=C(C=C3)N","376.1535405","0.57240254","0.5923025"
8841518,10562858,"CCCCC(=O)NCCCC1=CC(=CC=C1)Cl","253.12334194","0.53215384","0.53245014"
8914664,10643498,"CCOC(=O)NNC(=O)NCCCCCCNC(=O)OCC1=CC=CC=C1","380.20596999599996","0.58643216","0.5697279"
8915352,10644207,"COC1=CC=C(C=C1)C(=O)NC2=C(C(=CC=C2)O)NC(=O)C3=CC=C(C=C3)OC","392.13722174","0.47118112","0.5004667"
8915581,10644440,"COCCOC(=N)C1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C(=N)OCCOC","396.17975524799994","0.52085185","0.5107683"
8915651,10644511,"CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NOCC2=CC=CC=C2","397.236541852","0.53902143","0.5494685"
8842221,10563578,"CN(C)C1=CC=C(C=C1)C(=O)NCCCCC(=O)O","264.1473925","0.60498816","0.6185784"
8916265,10645141,"CC1=CC(=CC=C1)CNC(=O)C2=CC=C(C=C2)CNC(=O)C3=CC=CC4=CC=CC=C43","408.183778008","0.4734686","0.52594775"
8967800,10703579,"CCOC(=O)NCCNC1=CC=CC=C1","208.121177752","0.5511544","0.53512263"
8967869,10703648,"C1=CC=C(C=C1)COC(=O)N[13CH2]CCO","210.10854818","0.49377182","0.52120775"
8968012,10703794,"C1=CC=C(C=C1)C(=O)NC2=C(C=NC=C2)N","213.090211972","0.5652349","0.6058131"
8842238,10563596,"CC(C)(C)OC(=O)NCCNCCC1=CC=CC=C1","264.183778008","0.4784191","0.5088498"
8842274,10563632,"CC1=CC(=CC=C1)C(=O)NC(=O)/C=C/C2=CC=CC=C2","265.11027872","0.49386832","0.51085675"
8842664,10564036,"C1=CC=C(C=C1)C2=CC=C(C=C2)OCCCC(=O)NO","271.120843404","0.539823","0.5206571"
8968429,10704222,"CCCC(=O)NCCC1=CC(=CC=C1)OC","221.141578848","0.5018778","0.50603"
8844181,10565596,"CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CO)C","292.20384475599997","0.50076884","0.5480788"
8969447,10705269,"C1=CC=C(C(=C1)N)N[11C](=O)NC2=CC=CC=C2N","241.128194668","0.5344538","0.5462338"
8917866,10646791,"C1=CC(=CN=C1)COC(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=CC(=C3)Cl)[N+](=O)[O-]","440.088747324","0.52056956","0.5378288"
8844768,10566198,"COC1=CC=C(C=C1)NC(=O)[C@H](CO)OCC2=CC=CC=C2","301.131408088","0.5955238","0.5772956"
8846178,10567658,"CCCCCCC(=O)CCCCNC(=O)OCC1=CC=CC=C1","319.214743788","0.54687214","0.5536841"
8920211,10649197,"COC1=C(C(=C2C(=C1)CC[C@@H](C3=CC(=O)C(=CC=C32)SC)NC(=O)[C@H](CCSC)N)OC)OC","504.17526412399997","0.5110166","0.50498915"
8971506,10707389,"C1=CC=C(C=C1)COC(=O)N[13CH2]CCBr","272.024145628","0.48492137","0.50980026"
8849607,10571183,"C1=CC(=CC=C1/C=C/C(=O)O)C2=CC=C(C=C2)C3=CC=C(C=C3)/C=C/C(=O)O","370.12050905599995","0.61072433","0.6010469"
8972486,10708395,"C1=CC(=C(C=C1CCNC(=O)C(=O)N)Br)O","285.99530431200003","0.50860316","0.5001737"
8973198,10709126,"C1=CC=C(C=C1)CC(=O)NC2=CC=C(C=C2)CCCC(=O)O","297.13649346799997","0.51450115","0.5113377"
8973858,10709803,"CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCCC(=O)O","306.19434269199996","0.60551685","0.6271816"
8974051,10710003,"C1=CC=C(C=C1)C(=O)[15NH]C(CC2=CNC3=CC=CC=C32)C(=O)O","309.11312727199993","0.5062019","0.5110143"
8974509,10710472,"CCCCCCC[C@H]1C[C@@H]1CCC(=O)NCCC2=CC=CC=C2","315.256214676","0.5512928","0.5489098"
8922279,10651333,"CC[C@H](C)[C@H]1C(=O)N2CCCC[C@@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)C3=CNC4=CC=CC=C4C3=O)CCCCCC(=O)CC","607.33698416","0.5633617","0.56024766"
8922945,10652021,"CC[C@H](C)[C@H]1C(=O)N2CCCC[C@@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)C3=CN(C4=CC=CC=C4C3=O)CC(=O)O)CCCCCC(=O)CC","665.3424634639999","0.5179183","0.51655775"
8850480,10572085,"C1=CC=C(C=C1)C[C@@H](C(=O)O)NC(=O)CCCNC(=O)OCC2=CC=CC=C2","384.16852186799997","0.5267058","0.55450135"
8850853,10572471,"CC1=CC(=C(C=C1)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3)N","390.169190564","0.6270341","0.6311145"
9006879,10745587,"COC1=C(C(=C2C(=C1)CC[C@@H](C3=CC(=O)C(=CC=C32)SC)NC(=O)C4=CC(=CC(=C4)[N+](=O)[O-])[N+](=O)[O-])OC)OC","567.1311503799999","0.52178663","0.5017866"
8925674,10656609,"CCCCC(=O)NOCCC1=CC=CC=C1","221.141578848","0.51934683","0.5060499"
8977288,10713340,"CC(C)(C)OC(=O)NC1=CC(=C(C=C1)N)NC(=O)C2=CC=C(C=C2)OC","357.168856216","0.5097504","0.5255209"
9007910,10746642,"CC[C@H](C)[C@H]1C(=O)N2CCCC[C@@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)C3=CN(C4=CC=CC=C4C3=O)CC)CCCCCC(=O)CC","635.368284288","0.52877307","0.52454615"
8978305,10714392,"[3H]COC1=C(C(=C2C(=C1)CC[C@@H](C3=CC(=O)C(=CC=C32)OC)NC)OC)OC","373.18149714599997","0.55803204","0.55468935"
8926833,10657788,"C1=CC=C(C(=C1)N)NC(=O)NC2=CC=CC=C2N","242.116761068","0.5344538","0.5462338"
9007911,10746643,"CCCN1C=C(C2=CC=CC=C21)C[C@H]3C(=O)N[C@H](C(=O)N4CCCC[C@@H]4C(=O)N[C@H](C(=O)N3)CCCCCC(=O)CC)[C@@H](C)CC","635.404669796","0.5873408","0.5977384"
9008087,10746821,"CCCN1C=C(C(=O)C2=CC=CC=C21)[C@H]3C(=O)N[C@H](C(=O)N4CCCC[C@@H]4C(=O)N[C@H](C(=O)N3)CCCCCC(=O)CC)[C@@H](C)CC","649.383934352","0.5227939","0.51887065"
8927357,10658325,"CN(C)C1=CC=C(C=C1)C(=O)NCCCC(=O)O","250.131742436","0.58342576","0.58663183"
9008115,10746849,"CC(C)C[C@H]1C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](C(=O)N1)C(C)C)CCCCC(=O)O)CC3=CNC4=CC=CC=C43","652.3584478759999","0.53427523","0.5314194"
9013389,10754033,"CCC(=O)CCCCNC(=O)OCC1=CC=CC=C1","263.152143532","0.5572849","0.5582246"
9085754,10834016,"COC1=CC=C(C=C1)NC(=O)[C@H](CCC(=O)O)NC(=O)OCC2=CC=CC=C2","386.14778642399995","0.52810174","0.5147497"
9085820,10834085,"[3H]COC1=C(C(=C2C(=C1)CC[C@@H](C3=CC(=O)C(=CC=C32)OC)NC=O)OC)OC","387.16076170199995","0.5420381","0.53905815"
9086085,10834358,"COC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2NC(=O)C3=CC=C(C=C3)SC","392.11946350000005","0.4918851","0.5046289"
9086088,10834361,"CCCCCNC(=O)CCC[C@H](C(=O)OCC)NC(=O)OCC1=CC=CC=C1","392.23112212399997","0.5307143","0.52721375"
9086169,10834447,"C1=CC(=CN=C1)COC(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=CC(=C3)F)N","394.14411868800005","0.6942476","0.6859892"
9086396,10834683,"C1=CC=C(C=C1)C[C@@H](C(=O)O)NC(=O)CCCCNC(=O)OCC2=CC=CC=C2","398.18417193199997","0.52598935","0.5424699"
9087665,10835991,"COC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2NC(=O)C3=CC=C(C=C3)C4=CC=CC=C4","422.163042564","0.55937684","0.59221894"
8979311,10715426,"CCOC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2NC(=O)C3=CC=C(C=C3)OC","390.15795718399994","0.49479735","0.5247973"
8979596,10715718,"CCOC(=O)CC1=CC=C(C=C1)CNC(=O)C2=CC3=C(N2)C=CC(=C3)C(=S)N","395.1303625320001","0.50456804","0.5136611"
8980065,10716204,"CC(C)OC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2NC(=O)C3=CC=C(C=C3)OC","404.17360724799994","0.4789685","0.5089685"
8981469,10717658,"CCCCCCCCCCCCNC(=O)CNC(=O)CNC(=O)OCC1=CC=CC=C1","433.294056728","0.55951536","0.5700546"
8981797,10717994,"COC(=O)[C@H](CC1=CNC2=CC=CC=C21)NC(=O)C3=CC=CC=C3NC(=O)C4=CC=CC=C4","441.16885621600005","0.5377101","0.5399071"
8982693,10718916,"C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N[C@H](CC3=CNC4=CC=CC=C43)C(=O)O","463.120191772","0.49247655","0.5066463"
9015896,10756618,"COC1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)C(=O)OC)N","300.111006992","0.5230925","0.55424637"
8984660,10720936,"C1=CC=C(C(=C1)N)SC2=CC=CC=C2NC(=O)CCCC(=O)NC3=CC=CC=C3SC4=CC=CC=C4N","528.1653681360001","0.5479174","0.5119416"
9089452,10837814,"CC(C)C[C@H](CC(=O)OC)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)NCC3=CC=CC=C3","463.24710653600005","0.49238187","0.5133713"
9090325,10838708,"CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NC(CS)C(=O)O)OC)OC)OC","488.1617222359999","0.5162149","0.5069577"
9090441,10838825,"CC(C)(C)OC(=O)N[C@@H](CCCCNC(=O)CCCCCNC(=O)CC1=CC=CC=C1)C(=O)OC","491.299536032","0.48491526","0.5020613"
9090444,10838828,"CC(C)(C)OC(=O)NCCCCCC(=O)NCCCCCCCCNC(=O)OCC1=CC=CC=C1","491.33592154","0.58998525","0.631311"
9090846,10839241,"COC1=C(C(=C2C(=C1)CC[C@@H](C3=CC(=O)C(=CC=C32)SC)NC(=O)[C@@H](CCSC)N)OC)OC","504.17526412399997","0.5110166","0.50498915"
9019460,10760306,"C1=CC(=CC=C1CC(=O)O)CNC(=O)C2=CC3=C(N2)C=CC(=C3)C(=N)N","350.1378904360001","0.51141846","0.512957"
9092257,10840699,"COC1=C(C=C(C=C1Br)C/C(=N\O)/C(=O)NCCC2=CC(=C(C=C2)O)Br)Br","561.8738433240001","0.6354902","0.62824494"
9093126,10841588,"CC(C)CCNC(=O)[C@H](CC1=CNC2=CC=CC=C21)NC(=O)CCC(=O)N[C@@H](CC(=O)O)C(=O)NCCC3=CC=C(C=C3)OC","621.3162487159999","0.5243772","0.530746"
9093545,10842018,"COC1=CC=C(C=C1)CCNC(=O)[C@H](CC(=O)O)NC(=O)CCC(=O)N[C@@H](CC2=CNC3=CC=CC=C32)C(=O)NCCC4=CC=CC=C4","655.300598652","0.5582906","0.5654869"
9093761,10842241,"C1=CC=C(C=C1)COC(=O)NCC2=CC=C(C=C2)CNC(=O)CCCCCCC(=O)NCC3=CC=C(C=C3)CNC(=O)OCC4=CC=CC=C4","678.3417351920001","0.5274954","0.56004083"
8986385,10722713,"CN1C=C(C=C1C(=O)NC2=CN(C(=C2)C(=O)NC3=CN(C(=C3)C(=O)NCCCN(C)C)C)C)NC(=O)CCCC(=O)NO","597.3023299680001","0.50161654","0.5080683"
9019671,10760522,"C1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)C4=NC5=C(N4)C=C(C=C5)C(=O)N","353.1276601","0.5381585","0.5326263"
9019759,10760610,"C1=CC=C2C=C(C=CC2=C1)OC3=CC=C(C=C3)C(=O)NC4=CC=CC=C4N","354.13682781600005","0.5265117","0.56065655"
9020209,10761076,"CC/C(=C\C(=O)OC(C)(C)C)/CCCCNC(=O)OCC1=CC=CC=C1","361.225308472","0.5169063","0.5224344"
9021369,10762274,"C1=CC=C(C=C1)CNC(=O)C2=CC=C(C=C2)C3=CC(=CC(=C3)C4=CC=CC=C4)O","379.157228912","0.49800315","0.5216479"
8990954,10729229,"CCCCNC(=O)CCC(=O)NC1=CC=CC=C1","248.15247788","0.5309118","0.55465305"
9021621,10762535,"CN(C)C1=CC=C(C=C1)C(=O)NCCCCCC(=O)NOCC2=CC=CC=C2","383.220891788","0.53902143","0.5494685"
9023174,10764120,"CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCCC(=O)NOCC2=CC=CC=C2","411.252191916","0.53902143","0.5494685"
8992038,10730333,"CN(C)C1=CC=C(C=C1)C(=O)NCCCC(=O)OC","264.1473925","0.5607004","0.55968285"
8992775,10731094,"C1=CC=C(C=C1)COC(=O)NCCCC/C(=C\[N+]#N)/O","276.13426785609","0.4888345","0.50776434"
9023755,10764718,"CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)C","422.2668389359999","0.5526433","0.6405385"
9098328,10848672,"C1=CC=C(C=C1)COC(=O)NCCC2=CC=NC=C2","256.121177752","0.5340935","0.5336016"
9024107,10765083,"COC1=C(C(=C2C(=C1)CC[C@@H](C3=CC(=O)C(=CC=C32)SC)NC(=O)CN)OC)OC","430.15624293199994","0.52151513","0.5114419"
9024861,10765859,"CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=C1C=C(C(=O)C=C3)Br)OC)OC)OC","447.068134904","0.5500976","0.53581667"
8994185,10732545,"CN(C(=O)CCCCNC(=O)OCC1=CC=CC=C1)OC","294.157957184","0.51388234","0.5143579"
8994370,10732732,"C1=CC=C(C=C1)CCNC(=O)OCC(Cl)(Cl)Cl","294.99336166399996","0.5593489","0.52698964"
8994592,10732961,"COC1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C(=O)OC)N","300.111006992","0.5706133","0.5996395"
9099841,10850224,"CC(C)(C)OC(=O)NCCC(=O)NCC1=CC=CC=C1","278.163042564","0.50249434","0.52476275"
9026877,10767916,"COC1=C(C(=C2C(=C1)CC[C@@H](C3=CC(=O)C(=CC=C32)SC)NC(=O)C4=CC=C(C=C4)CO)OC)OC","507.1715586479999","0.5515696","0.5405806"
9100510,10850910,"C1CCN(CC1)C(=O)CCCCC(=O)NC2=CC=CC=C2","288.183778008","0.5351461","0.5205983"
9100722,10851128,"CCCCC(=O)CCCCNC(=O)OCC1=CC=CC=C1","291.18344366","0.55172014","0.5525298"
9100799,10851205,"CN(C)C1=CC=C(C=C1)C(=O)NCCCCCC(=O)OC","292.178692628","0.5782725","0.5986711"
9100904,10851311,"C1=CC(=CC=C1/C=C/C(=O)O)C2=CC=C(C=C2)/C=C/C(=O)O","294.08920892799995","0.61072433","0.6010469"
9101761,10852196,"CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)OC","306.19434269199996","0.5782725","0.5986711"
8995221,10733606,"CCOC(=O)CCNCCCNC(=O)OCC1=CC=CC=C1","308.173607248","0.54691637","0.54841757"
9031632,10774678,"CCCNC(=O)NCCC1=CC=CC=C1","206.141913196","0.585761","0.56346375"
8997022,10735452,"CC(=O)NCCCCCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC","334.18925731199994","0.52008796","0.5164516"
9000548,10739073,"C1=CC=C(C=C1)CNC(=O)[C@H](CC2=CNC3=CC=CC=C32)NC(=O)C(F)(F)F","389.13511147599996","0.49238667","0.5161561"
9001261,10739807,"[3H]COC1=C(C(=C2C(=C1)CC[C@@H](C3=CC(=O)C(=CC=C32)OC)NC(=O)C)OC)OC","401.17641176599994","0.63415134","0.62189597"
9102881,10853355,"C1=CC=C(C=C1)COC(=O)NCCC2=CC=C(C=C2)C(F)(F)F","323.113313412","0.50415826","0.5066247"
9106458,10857443,"C1=CC=C(C=C1)CNC(=O)CCCC(=O)NO","236.116092372","0.6551622","0.62948054"
9032286,10775348,"CCCNC(=O)NNC(=O)C1=CC=CC=C1","221.11642672","0.49093074","0.5271951"
9033060,10776133,"CCOC(=O)CCCNCCC1=CC=CC=C1","235.157228912","0.57513326","0.55985546"
9033914,10777012,"C1=CC=C(C=C1)CCNC(=O)CCCCC(=O)O","249.136493468","0.71666664","0.69530445"
9034838,10777962,"CC(C)(CCC(=O)NCCC1=CC=CC=C1)C(=O)O","263.152143532","0.59002906","0.5844013"
9034836,10777960,"COC(=O)CCCCC(=O)NCCC1=CC=CC=C1","263.152143532","0.66842103","0.6751687"
9035047,10778172,"C1=CC=C(C=C1)CCCC(=O)N/N=C/C2=CC=CC=C2","266.141913196","0.57112956","0.57112956"
9036068,10779221,"CCCNC(=O)CCC1=CC=C(C=C1)CC2=CC=CC=C2","281.177964356","0.54705805","0.54705805"
9110416,10861484,"CC(C)OC(=O)[C@H](CC1=CNC2=CC=CC=C21)NCC3=CC=C(C=C3)OC","366.19434269199996","0.526326","0.5416794"
9110706,10861784,"C1=CC=C(C=C1)C2=CC=C(C=C2)S(=O)(=O)NC3=CC=C(C=C3)/C=C/C(=O)O","379.087829024","0.51743203","0.505591"
9110857,10861938,"C1=CC=C(C=C1)C2=CC=C(C=C2)/C=C/C=C/C=C/C3=CC=C(C=C3)C4=CC=CC=C4","384.187800768","0.4840055","0.5157702"
9036771,10779937,"C1=CC=C(C=C1)C(=O)NCCCCCCCCCC(=O)O","291.18344366","0.528441","0.51049227"
9037380,10780556,"COC1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2N)C(=O)OC","300.111006992","0.47898903","0.5022075"
9042414,10785752,"C1=CC(=CC(=C1)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3)N","376.1535405000001","0.54974955","0.57874274"
9113115,10864237,"C1=CC=C(C=C1)C(=O)C2=CC3=C(C=C2)N=C(N3)C4=CC(=CC=C4)C5=NC6=C(N5)C=C(C=C6)C(=O)C7=CC=CC=C7","518.174275944","0.5172428","0.5124108"
9115531,10867493,"CCCOC(=O)NCCC1=CC=CC=C1","207.125928784","0.7085822","0.6232684"
9117126,10869117,"CCCCCCNC(=O)OCCCC1=CC=CC=C1","263.18852904","0.6221441","0.59984994"
9167658,10924680,"COC(CNCC(=O)NCCC1=CC=CC=C1)OC","266.163042564","0.5036265","0.5117932"
9169403,10926467,"CC(C)(C)OC(=O)NCCCC(=O)NCCCNC(=O)OC(C)(C)C","359.24202115599996","0.48681712","0.56689364"
9169435,10926499,"C1=CC=C(C=C1)CCCCNC(=O)/C(=N/O)/CC2=CC(=C(C=C2)O)Cl","360.124070212","0.5142903","0.50539076"
9169744,10926814,"COC1=C(C=C(C=C1)CCNC(=O)CNC(=O)OCC2=CC=CC=C2)OC","372.16852186799997","0.49224564","0.50423425"
9042762,10786108,"C[S+](C)CCC(=O)NC1=CC=CC=C1","210.09471155209","0.51980764","0.51181304"
9043159,10786510,"CC(C)C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2NC(=O)C3=CC=C(C=C3)OC","388.17869262799996","0.487515","0.51085854"
9043205,10786557,"C1=CC=C(C=C1)CNC(=O)[C@@H](CC2=CNC3=CC=CC=C32)NC(=O)C(F)(F)F","389.13511147599996","0.49238667","0.5161561"
9044034,10787404,"CCCOC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2NC(=O)C3=CC=C(C=C3)OC","404.17360724799994","0.4867593","0.51043344"
9118372,10870392,"C1=CC=C(C=C1)NCCCCC(=O)NC2=CC=C(C=C2)Cl","302.11859090800004","0.5679257","0.55760086"
9044768,10788160,"CC(C)(C)OC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2NC(=O)C3=CC=C(C=C3)OC","418.18925731199994","0.48411065","0.5141107"
